file,name_ko,cat20,prompt
"kids-chair-01","아동의자","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a kids chair"
"kids-desk-set-01","아동책상세트","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a kids desk set"
"kids-bookshelf-01","아동책장","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a kids bookshelf"
"toy-storage-box-01","장난감정리함","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a toy storage box"
"toy-cabinet-01","장난감수납장","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a toy cabinet"
"kids-wardrobe-01","아동옷장","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a kids wardrobe"
"kids-drawer-chest-01","아동서랍장","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a kids drawer chest"
"diaper-changing-table-01","기저귀교환대","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a diaper changing table"
"nursing-cushion-01","수유쿠션","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a nursing cushion"
"baby-bouncer-01","아기바운서","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a baby bouncer"
"baby-high-chair-01","아기체어","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a baby high chair"
"booster-seat-01","부스터의자","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a booster seat"
"stroller-01","유모차","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a stroller"
"twin-stroller-01","쌍둥이유모차","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a twin stroller"
"portable-stroller-01","휴대용유모차","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a portable stroller"
"car-seat-01","카시트","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a car seat"
"baby-wash-tub-01","아기목욕통","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a baby wash tub"
"crib-mobile-01","아기침대모빌","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a crib mobile"
"play-mat-01","놀이매트","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a play mat"
"baby-playpen-01","아기울타리","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a baby playpen"
"ball-pit-01","볼풀장","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a ball pit"
"kids-slide-01","아동미끄럼틀","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a kids slide"
"indoor-swing-01","실내그네","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a indoor swing"
"kids-book-rack-01","아동책꽂이","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a kids book rack"
"kids-sofa-01","아동소파","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a kids sofa"
"kids-bean-bag-01","빈백아동","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a kids bean bag"
"kids-vanity-01","아동화장대","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a kids vanity"
"study-chair-kids-01","학습의자","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a study chair kids"
"height-adjustable-desk-kids-01","아동높이조절책상","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a height adjustable desk kids"
"kids-hanger-01","아동행거","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a kids hanger"
"toy-tent-01","장난감텐트","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a toy tent"
"baby-dining-chair-01","아기식탁의자","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a baby dining chair"
"baby-walker-01","보행기","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a baby walker"
"crib-guard-01","아기침대가드","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a crib guard"
"kids-two-tier-shelf-01","아동2단책장","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a kids two tier shelf"
"wooden-crib-01","원목아기침대","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a wooden crib"
"bed-guard-rail-01","아동침대가드레일","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a bed guard rail"
"kids-storage-bench-01","아동수납벤치","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a kids storage bench"
"kids-ride-on-car-01","아동전동차","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a kids ride on car"
"baby-swing-chair-01","아기그네의자","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a baby swing chair"
"kids-desk-storage-01","아동책상수납","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a kids desk storage"
"toddler-table-01","유아식탁","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a toddler table"
"crib-mattress-01","아기침대매트리스","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a crib mattress"
"kids-table-set-01","아동테이블세트","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a kids table set"
"kids-wall-shelf-01","아동벽선반","아동가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a kids wall shelf"
"office-desk-01","사무용책상","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a office desk"
"l-shaped-desk-01","ㄱ자책상","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a l shaped desk"
"conference-table-01","회의용테이블","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a conference table"
"office-chair-01","사무용의자","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a office chair"
"conference-chair-01","회의용의자","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a conference chair"
"executive-chair-01","임원의자","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a executive chair"
"partition-desk-01","파티션책상","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a partition desk"
"office-partition-01","사무파티션","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a office partition"
"filing-cabinet-01","서류함","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a filing cabinet"
"three-tier-file-cabinet-01","3단서류함","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a three tier file cabinet"
"steel-cabinet-01","캐비닛","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a steel cabinet"
"metal-storage-cabinet-01","철제캐비닛","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a metal storage cabinet"
"office-bookshelf-01","사무용책장","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a office bookshelf"
"copier-stand-01","복사기받침대","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a copier stand"
"locker-01","사물함","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a locker"
"multi-locker-01","다인용사물함","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a multi locker"
"desk-drawer-unit-01","책상서랍유닛","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a desk drawer unit"
"oa-desk-01","OA데스크","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a oa desk"
"standing-desk-01","스탠딩책상","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a standing desk"
"height-adjustable-desk-01","높이조절책상","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a height adjustable desk"
"gaming-chair-01","게이밍의자","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a gaming chair"
"mesh-office-chair-01","메쉬의자","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a mesh office chair"
"conference-whiteboard-01","회의실화이트보드","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a conference whiteboard"
"mobile-whiteboard-01","이동식화이트보드","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a mobile whiteboard"
"bulletin-board-01","게시판","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a bulletin board"
"reception-desk-01","안내데스크","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a reception desk"
"service-counter-01","카운터","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a service counter"
"office-sofa-01","사무용소파","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a office sofa"
"reception-sofa-set-01","응접세트","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a reception sofa set"
"library-bookshelf-01","도서관책장","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a library bookshelf"
"printer-cabinet-01","복합기수납장","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a printer cabinet"
"large-document-cabinet-01","문서보관함대형","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a large document cabinet"
"safe-box-01","금고","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a safe box"
"large-safe-01","대형금고","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a large safe"
"mailbox-unit-01","우편함","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a mailbox unit"
"office-shelf-01","사무선반","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a office shelf"
"angle-steel-shelf-01","철제앵글선반","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a angle steel shelf"
"mobile-shelving-01","서고이동식","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a mobile shelving"
"projector-stand-01","프로젝터스탠드","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a projector stand"
"round-conference-table-01","회의용원형테이블","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a round conference table"
"office-booth-01","1인부스","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a office booth"
"office-footrest-01","사무용발받침","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a office footrest"
"monitor-shelf-office-01","모니터받침선반","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a monitor shelf office"
"office-trolley-01","사무용트롤리","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a office trolley"
"workbench-01","작업대","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a workbench"
"lab-desk-01","실험실책상","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a lab desk"
"lectern-01","교탁","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a lectern"
"lecture-desk-01","강의용책상","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a lecture desk"
"student-desk-chair-01","학생용책걸상","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a student desk chair"
"conference-table-12-01","대형회의테이블12인","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a conference table 12"
"desk-01","책상","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a desk"
"chair-01","의자","사무가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a chair"
"storage-cabinet-01","수납장","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a storage cabinet"
"multipurpose-cabinet-01","다용도수납장","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a multipurpose cabinet"
"plastic-drawer-01","플라스틱서랍장","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a plastic drawer"
"living-box-01","리빙박스","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a living box"
"vacuum-storage-bag-01","압축팩정리함","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a vacuum storage bag"
"clothes-hanger-rack-01","행거","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a clothes hanger rack"
"dress-hanger-stand-01","드레스행거","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a dress hanger stand"
"standing-hanger-01","스탠드행거","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a standing hanger"
"shoe-cabinet-01","신발장","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a shoe cabinet"
"large-shoe-cabinet-01","대형신발장","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a large shoe cabinet"
"rotating-shoe-rack-01","회전신발장","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a rotating shoe rack"
"umbrella-stand-01","우산꽂이","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a umbrella stand"
"bookshelf-01","책장","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a bookshelf"
"five-tier-bookshelf-01","5단책장","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a five tier bookshelf"
"metal-rack-01","철제선반","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a metal rack"
"angle-shelf-01","앵글선반","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a angle shelf"
"slim-storage-cabinet-01","틈새수납장","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a slim storage cabinet"
"corner-shelf-01","코너선반","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a corner shelf"
"wall-storage-cabinet-01","벽수납장","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a wall storage cabinet"
"multi-drawer-organizer-01","다단서랍정리함","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a multi drawer organizer"
"clothes-storage-box-01","의류수납함","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a clothes storage box"
"bedding-storage-box-01","이불정리함","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a bedding storage box"
"toy-storage-shelf-01","장난감수납선반","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a toy storage shelf"
"entryway-cabinet-01","현관수납장","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a entryway cabinet"
"pantry-cabinet-01","팬트리장","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a pantry cabinet"
"utility-metal-shelf-01","다용도철제선반","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a utility metal shelf"
"rolling-storage-cart-01","바퀴달린수납함","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a rolling storage cart"
"drawer-tray-01","서랍정리트레이","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a drawer tray"
"closet-organizer-01","옷정리선반","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a closet organizer"
"hat-rack-01","모자수납선반","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a hat rack"
"bag-storage-cabinet-01","가방수납장","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a bag storage cabinet"
"tool-storage-cabinet-01","공구수납장","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a tool storage cabinet"
"medicine-cabinet-01","약품수납장","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a medicine cabinet"
"cosmetic-organizer-01","화장품수납장","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a cosmetic organizer"
"liquor-cabinet-01","주류수납장","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a liquor cabinet"
"magazine-shelf-01","신문잡지선반","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a magazine shelf"
"large-storage-bin-01","다목적정리함대형","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a large storage bin"
"under-bed-drawer-01","침대밑수납","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a under bed drawer"
"wall-shelf-set-01","벽걸이선반세트","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a wall shelf set"
"corner-storage-tower-01","코너수납타워","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a corner storage tower"
"rotating-storage-tower-01","회전수납타워","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a rotating storage tower"
"three-tier-metal-cart-01","철제3단카트","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a three tier metal cart"
"bamboo-shelf-01","대나무선반","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a bamboo shelf"
"wooden-storage-cabinet-01","원목수납장","수납가구","A bright clean premium 3D icon, isometric, soft studio lighting, subtle soft drop shadow, transparent background, glossy rounded style, centered, 1:1, no text no logo no watermark, of a wooden storage cabinet"
